"subject","label","lat","long","pop","thumb","comment","abstract","link"
"http://dbpedia.org/resource/West_Devon","West Devon","50.63333511352539","-4.099999904632568",,"http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/West_Devon_UK_locator_map.svg/200px-West_Devon_UK_locator_map.svg.png","West Devon is a local government district and borough in Devon, England. Towns in the district include Chagford, Okehampton, Princetown, and Tavistock, where the council is based. The district was formed on 1 April 1974, under the Local Government Act 1972, as a merger of the previous municipal borough of Okehampton, Okehampton Rural District, and Tavistock Rural District.","West Devon is a local government district and borough in Devon, England. Towns in the district include Chagford, Okehampton, Princetown, and Tavistock, where the council is based. The district was formed on 1 April 1974, under the Local Government Act 1972, as a merger of the previous municipal borough of Okehampton, Okehampton Rural District, and Tavistock Rural District.","http://www.westdevon.gov.uk/"
"http://dbpedia.org/resource/Bedford_Borough","Bedford Borough","52.13333511352539","-0.4630555510520935",,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/CountyHallRearBedford.JPG/200px-CountyHallRearBedford.JPG","Bedford is a unitary authority with the status of a borough in the ceremonial county of Bedfordshire, England. Its council is based at Bedford, which is also the county town of Bedfordshire. The borough contains one large urban area, the 71st largest in the United Kingdom that comprises Bedford and the adjacent town of Kempston, surrounded by a rural area with many villages.","Bedford is a unitary authority with the status of a borough in the ceremonial county of Bedfordshire, England. Its council is based at Bedford, which is also the county town of Bedfordshire. The borough contains one large urban area, the 71st largest in the United Kingdom that comprises Bedford and the adjacent town of Kempston, surrounded by a rural area with many villages. 75% of the borough's population live in the Bedford Urban Area and the five large villages which surround it, which makes up slightly less than 6% of the total land area of the Borough. The borough is also the location of the Wixams new town development, which received its first residents in 2009.","http://www.bedford.gov.uk/"
"http://dbpedia.org/resource/Epsom_and_Ewell","Epsom and Ewell","51.33290100097656","-0.2651000022888184",,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Epsom_and_Ewell_UK_locator_map.svg/200px-Epsom_and_Ewell_UK_locator_map.svg.png","Epsom and Ewell is a local government district with borough status in Surrey, England, covering the towns of Epsom and Ewell. The borough was formed as an urban district in 1894, and was known as Epsom until 1934. It was made a municipal borough in 1937. The district was considered for inclusion in Greater London in 1965 but was left unaltered by the London Government Act 1963 and the Local Government Act 1972 in 1974.","Epsom and Ewell is a local government district with borough status in Surrey, England, covering the towns of Epsom and Ewell. The borough was formed as an urban district in 1894, and was known as Epsom until 1934. It was made a municipal borough in 1937. The district was considered for inclusion in Greater London in 1965 but was left unaltered by the London Government Act 1963 and the Local Government Act 1972 in 1974. However, despite being outside modern Greater London the borough was in the Metropolitan Police District until it was transferred to Surrey Police in 2000. In the May 2011 elections, the borough was held by the Epsom and Ewell Residents Association with 26 seats, Liberal Democrats with 6 seats and both the Labour and Conservatives with 3 seats.",
"http://dbpedia.org/resource/Metropolitan_Borough_of_Barnsley","Metropolitan Borough of Barnsley","53.54999923706055","-1.466666698455811",,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Barnsley_arms.png/200px-Barnsley_arms.png","The Metropolitan Borough of Barnsley is a metropolitan borough of the metropolitan county of South Yorkshire, England. Its main town is Barnsley. The borough is bisected by the M1 motorway; it is rural to the west, and largely urban/industrial to the east. 68% of Barnsley's 32,863 hectares is green belt and 9% is National Park land, the majority of which is West of the M1. In 2007 it was estimated that Barnsley had 224,600 residents, nine tenths of whom live east of the M1.","The Metropolitan Borough of Barnsley is a metropolitan borough of the metropolitan county of South Yorkshire, England. Its main town is Barnsley. The borough is bisected by the M1 motorway; it is rural to the west, and largely urban/industrial to the east. 68% of Barnsley's 32,863 hectares is green belt and 9% is National Park land, the majority of which is West of the M1. In 2007 it was estimated that Barnsley had 224,600 residents, nine tenths of whom live east of the M1. The borough was formed under the Local Government Act 1972, by a merger of the county borough of Barnsley with Cudworth, Darfield, Darton, Dearne, Dodworth, Hoyland Nether, Penistone, Royston, Wombwell and Worsborough urban districts, along with Penistone Rural District, part of Hemsworth Rural District and part of Wortley Rural District, all in the West Riding of Yorkshire.","http://www.barnsley.gov.uk"
"http://dbpedia.org/resource/Breckland_District","Breckland District","52.63333511352539","0.9833333492279053",,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Breckland_UK_locator_map.svg/200px-Breckland_UK_locator_map.svg.png","Breckland District is a local government district in Norfolk, England. Its council is based in East Dereham. Breckland District derives its name from the Breckland landscape region, a gorse covered sandy heath of south Norfolk and north Suffolk. The term Breckland is ancient, and is found as early as the 13th century in the form Brakelond.","Breckland District is a local government district in Norfolk, England. Its council is based in East Dereham. Breckland District derives its name from the Breckland landscape region, a gorse covered sandy heath of south Norfolk and north Suffolk. The term Breckland is ancient, and is found as early as the 13th century in the form Brakelond.","http://www.breckland.gov.uk/"
"http://dbpedia.org/resource/Shepway","Shepway","51.07884979248047","1.174613833427429",,"http://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Shepway_UK_locator_map.svg/200px-Shepway_UK_locator_map.svg.png","Shepway is a local government district in Kent, England. It includes the towns of Folkestone and Hythe and the Romney Marsh. It covers roughly the same area as the Lathe of Shepway, which contained the hundreds and liberties of Aloesbridge, Bircholt, Folkestone, Ham, Heane, Longport, Loningborough, Lydd, Newchurch, New Romney, Stouting, Street and Worth. Pop. in 1861, 51,826.","Shepway is a local government district in Kent, England. It includes the towns of Folkestone and Hythe and the Romney Marsh. It covers roughly the same area as the Lathe of Shepway, which contained the hundreds and liberties of Aloesbridge, Bircholt, Folkestone, Ham, Heane, Longport, Loningborough, Lydd, Newchurch, New Romney, Stouting, Street and Worth. Pop. in 1861, 51,826. The Lathe originated in Jutish Kent, but had become obsolete by the end of the 19th Century, before reappearing in its present guise in 1974. The Royal Court of Shepway, which met near Lympne at a place called Shepway Cross, was the principal court of the Cinque Ports Federation. Shepway District Council uses the Folkestone White Horse as a logo.","http://www.shepway.gov.uk/"
"http://dbpedia.org/resource/Mid_Suffolk","Mid Suffolk","52.15599822998047","1.048900008201599",,"http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/SuffolkMid.png/200px-SuffolkMid.png","Mid Suffolk is a local government district in Suffolk, England. Its council is based in Needham Market, and the largest town is Stowmarket. The district was formed on 1 April 1974 by the merger of the Borough of Eye, Stowmarket urban district, Gipping Rural District, Hartismere Rural District and Thedwastre Rural District.","Mid Suffolk is a local government district in Suffolk, England. Its council is based in Needham Market, and the largest town is Stowmarket. The district was formed on 1 April 1974 by the merger of the Borough of Eye, Stowmarket urban district, Gipping Rural District, Hartismere Rural District and Thedwastre Rural District.","http://www.midsuffolk.gov.uk/"
"http://dbpedia.org/resource/Rossendale","Rossendale","53.68333435058594","-2.25",,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/LancashireRossendale.png/200px-LancashireRossendale.png","Rossendale is a district with borough status in Lancashire, England holding a number of small former mill towns centred around the valley of the River Irwell in the industrial North West. Rossendale combines modest size urban development with rural villages and is immediately north of the more populated areas of Bolton, Bury, Manchester and Rochdale, centred 15 miles north of Manchester.","Rossendale is a district with borough status in Lancashire, England holding a number of small former mill towns centred around the valley of the River Irwell in the industrial North West. Rossendale combines modest size urban development with rural villages and is immediately north of the more populated areas of Bolton, Bury, Manchester and Rochdale, centred 15 miles north of Manchester. In the 2001 census the population of Rossendale was 65,652, spread between the larger towns of Bacup, Haslingden and Rawtenstall; the villages of Crawshawbooth, Edenfield, Helmshore, Waterfoot, Whitworth; and as well as Britannia, Chatterton, Cloughfold, Cowpe, Irwell Vale, Loveclough, Newchurch, Shawforth, Stacksteads, Stubbins, Turn, Water, Whitewell Bottom and Weir. The district was formed on 1 April 1974 under the Local Government Act 1972, from the municipal boroughs of Bacup, Haslingden, Rawtenstall, part of Ramsbottom Urban District and Whitworth Urban District. Rossendale is twinned with the German town of Bocholt, located close to the Netherlands border. The name ""Rossendale"" may also refer geographically to Rossendale Valley, and historically refers to the medieval Forest or ""Chase"" of Rossendale, which encompassed approximately the same area as the modern district.","http://www.rossendale.gov.uk/"
"http://dbpedia.org/resource/Arun","Arun","50.80825042724609","-0.5385000109672546",,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Arun_UK_locator_map.svg/200px-Arun_UK_locator_map.svg.png","Arun is a local government district in West Sussex, England. It contains the towns of Arundel, Bognor Regis and Littlehampton, and takes its name from the River Arun, which runs through the centre of the district.","Arun is a local government district in West Sussex, England. It contains the towns of Arundel, Bognor Regis and Littlehampton, and takes its name from the River Arun, which runs through the centre of the district.",
"http://dbpedia.org/resource/Metropolitan_Borough_of_Knowsley","Metropolitan Borough of Knowsley","53.43899917602539","-2.851000070571899",,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Coat_of_arms_of_Knowsley_Metropolitan_Borough_Council.png/200px-Coat_of_arms_of_Knowsley_Metropolitan_Borough_Council.png","The Metropolitan Borough of Knowsley is a metropolitan borough of Merseyside, England. It comprises the towns and districts of Kirkby, Prescot, Huyton, Whiston, Halewood, Cronton and Stockbridge Village; Kirkby, Huyton, and Prescot being the major commercial centres. It takes its name from the village of Knowsley and is headquartered from Huyton. It forms part of the wider Liverpool City Region.","The Metropolitan Borough of Knowsley is a metropolitan borough of Merseyside, England. It comprises the towns and districts of Kirkby, Prescot, Huyton, Whiston, Halewood, Cronton and Stockbridge Village; Kirkby, Huyton, and Prescot being the major commercial centres. It takes its name from the village of Knowsley and is headquartered from Huyton. It forms part of the wider Liverpool City Region. The borough was formed on 1 April 1974 by the merger of Huyton-with-Roby Urban District, Kirkby Urban District and Prescot Urban District, along with most of Whiston Rural District and a small part of West Lancashire Rural District, all from the administrative county of Lancashire. According to the 2011 census, 80.9% of people in Knowsley describe themselves as Christian, the highest proportion in any local authority in England and Wales. It is famed for Knowsley Hall and Knowsley Safari Park.","http://www.knowsley.gov.uk/"
"http://dbpedia.org/resource/East_Northamptonshire","East Northamptonshire","52.45000076293945","-0.5",,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/NorthamptonshireEast.png/200px-NorthamptonshireEast.png","East Northamptonshire (officially ""The District of East Northamptonshire"") is a local government district in Northamptonshire, England. Its council is based in Thrapston and Rushden. Other towns include Oundle, Raunds, Irthlingborough and Higham Ferrers. The town of Rushden is the largest settlement in the district and the smallest settlement is the hamlet of Shotley.","East Northamptonshire (officially ""The District of East Northamptonshire"") is a local government district in Northamptonshire, England. Its council is based in Thrapston and Rushden. Other towns include Oundle, Raunds, Irthlingborough and Higham Ferrers. The town of Rushden is the largest settlement in the district and the smallest settlement is the hamlet of Shotley. The district borders onto the Borough of Corby, the Borough of Kettering, the Borough of Wellingborough, the Borough of Bedford, the City of Peterborough, the District of Huntingdonshire, South Kesteven District and the unitary authority county of Rutland. The district was formed on 1 April 1974, under the Local Government Act 1972, by a merger of the municipal borough of Higham Ferrers, with the urban districts of Irthlingborough, Oundle, Raunds and Rushden, along with Oundle and Thrapston Rural District, and Newton Bromswold from Wellingborough Rural District. Much of the district is home to Rockingham Forest, once a Royal hunting forest which takes its name from the village of Rockingham where William I built a castle. The district is home to several of Northamptonshire's airfields including Spanhoe airfield, King's Cliffe airfield, Deenethorpe airfield, Polebrook airfield, Chelveston airfield and Lyveden airfield. Election results 2007 (total 40 seats) Conservative - 39 seats (+ 6) Labour - 0 seats (- 3) Independent - 1 seat Election results 2003 (total 36 seats) Conservative - 33 seats (+ 12) Labour - 3 seats (- 12)","http://www.east-northamptonshire.gov.uk/"
"http://dbpedia.org/resource/Waveney","Waveney","52.48310089111328","1.756100058555603",,"http://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/SuffolkWaveney.png/200px-SuffolkWaveney.png","Waveney is a local government district in Suffolk, England, named after the River Waveney that forms its north-west border. The district council is based in Lowestoft, the major settlement in Waveney, which is the only unparished area in the district. The other towns in the district are Beccles, Bungay, Halesworth and Southwold.","Waveney is a local government district in Suffolk, England, named after the River Waveney that forms its north-west border. The district council is based in Lowestoft, the major settlement in Waveney, which is the only unparished area in the district. The other towns in the district are Beccles, Bungay, Halesworth and Southwold. The district was formed on 1 April 1974, under the Local Government Act 1972, as a merger of the municipal boroughs of Beccles, Lowestoft and Southwold, along with Bungay and Halesworth urban districts, Wainford Rural District and part of Lothingland Rural District. The last elections to the council were held on 5th May 2011 when the council moved to a Whole Council election system meaning all 48 council seats were contested. Before the 2011 elections the council was under Conservative Party control. As a result of the 2011 election the Conservatives lost overall control, with both it and the Labour party represented by 23 councillors, the balance of the council being made up of one Green Party and one Independent councillor. A series of procedural moves led to the formation of a Conservative-led administration.","http://www.waveney.gov.uk/"
"http://dbpedia.org/resource/Horsham_District","Horsham District",,,,"http://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Horsham_UK_locator_map.svg/200px-Horsham_UK_locator_map.svg.png","Horsham is a local government district in West Sussex, England. Its council is based in Horsham. The district borders those of Crawley, Mid Sussex, Mole Valley, Chichester, Arun and Adur. The district was formed on 1 April 1974, under the Local Government Act 1972, by the merger of Horsham urban district along with Chanctonbury Rural District and Horsham Rural District.","Horsham is a local government district in West Sussex, England. Its council is based in Horsham. The district borders those of Crawley, Mid Sussex, Mole Valley, Chichester, Arun and Adur. The district was formed on 1 April 1974, under the Local Government Act 1972, by the merger of Horsham urban district along with Chanctonbury Rural District and Horsham Rural District. On a recent Channel 4 television programme, the Horsham district was classed as the ninth best district to live in the United Kingdom. Between the 2001 UK Census and the 2011 UK Census, the district's population grew by 7.4% from 122,300 to 131,300.",
"http://dbpedia.org/resource/Staffordshire_Moorlands","Staffordshire Moorlands","53.10659790039062","-2.026683330535889",,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Staffordshire_Moorlands_UK_locator_map.svg/200px-Staffordshire_Moorlands_UK_locator_map.svg.png","Staffordshire Moorlands is a local government district in Staffordshire, England. Its council, Staffordshire Moorlands District Council, is based in Leek and is located between the city of Stoke-on-Trent and the Peak District National Park. The 2001 census recorded the population as 94,489. Principal industries are agriculture, fashion and tourism. The area's three towns are Leek, Cheadle and Biddulph.","Staffordshire Moorlands is a local government district in Staffordshire, England. Its council, Staffordshire Moorlands District Council, is based in Leek and is located between the city of Stoke-on-Trent and the Peak District National Park. The 2001 census recorded the population as 94,489. Principal industries are agriculture, fashion and tourism. The area's three towns are Leek, Cheadle and Biddulph. Visitor attractions include the National Trust property Biddulph Grange, the theme park Alton Towers, and the annual Leek Arts Festival. There are also a variety of outdoor pursuits such as rock climbing, sailing and cycling. The district was formed on 1 April 1974, under the Local Government Act 1972, as a merger of the urban districts of Biddulph and Leek, along with Cheadle Rural District and Leek Rural District.","http://www.staffsmoorlands.gov.uk/"
"http://dbpedia.org/resource/Borough_of_Stockton-on-Tees","Borough of Stockton-on-Tees","54.54999923706055","-1.333333373069763",,"http://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Stockton_on_Tees_coat_of_arms.jpg/200px-Stockton_on_Tees_coat_of_arms.jpg","Stockton-on-Tees is a unitary authority and borough in the Tees Valley, in north east England, with a population of 191,600 shown in the 2011 census. The borough of Stockton-on-Tees consists of Stockton-on-Tees (population 82,880), and smaller outlying settlements, including Billingham (pop. 36,720), Thornaby-on-Tees, (pop. 23,200) Yarm and Ingleby Barwick(pop.16,280) . Durham Tees Valley Airport is also partly within the borough.","Stockton-on-Tees is a unitary authority and borough in the Tees Valley, in north east England, with a population of 191,600 shown in the 2011 census. The borough of Stockton-on-Tees consists of Stockton-on-Tees (population 82,880), and smaller outlying settlements, including Billingham (pop. 36,720), Thornaby-on-Tees, (pop. 23,200) Yarm and Ingleby Barwick(pop.16,280) . Durham Tees Valley Airport is also partly within the borough. The Stockton-on-Tees borough accounts for the largest number of residents within the Teesside and Hartlepool urban area.","http://www.stockton.gov.uk/"
"http://dbpedia.org/resource/Chiltern_District","Chiltern District","51.66059875488281","-0.6409000158309937",,"http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Chiltern_UK_locator_map.svg/200px-Chiltern_UK_locator_map.svg.png","Chiltern is one of four local government districts of Buckinghamshire in south central England. It is named after the Chiltern Hills on which the region sits. The main towns in the district are Amersham and Chesham. It was formed on 1 April 1974 by the merger of the Chesham Urban District and Amersham Rural District (which entirely surrounded it).","Chiltern is one of four local government districts of Buckinghamshire in south central England. It is named after the Chiltern Hills on which the region sits. The main towns in the district are Amersham and Chesham. It was formed on 1 April 1974 by the merger of the Chesham Urban District and Amersham Rural District (which entirely surrounded it).",
"http://dbpedia.org/resource/Mendip","Mendip",,,,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Mendip_District_Council_logo.png/200px-Mendip_District_Council_logo.png","Mendip is a local government district of Somerset in England. The Mendip district covers a largely rural area of 285 square miles ranging from the Mendip Hills through on to the Somerset Levels. It has a population of approximately 110,000. The administrative centre of the district is Shepton Mallet but the largest town (three times larger than Shepton Mallet) is Frome, pronounced ""Froome"" and spelt that way until about 1890.","Mendip is a local government district of Somerset in England. The Mendip district covers a largely rural area of 285 square miles ranging from the Mendip Hills through on to the Somerset Levels. It has a population of approximately 110,000. The administrative centre of the district is Shepton Mallet but the largest town (three times larger than Shepton Mallet) is Frome, pronounced ""Froome"" and spelt that way until about 1890. The district was formed on 1 April 1974 under the Local Government Act 1972, by a merger of the municipal boroughs of Glastonbury and Wells, along with Frome, Shepton Mallet, Street urban districts, and Frome Rural District, Shepton Mallet Rural District, Wells Rural District, and part of Axbridge Rural District and part of Clutton Rural District.","http://www.mendip.gov.uk/"
"http://dbpedia.org/resource/Hinckley_and_Bosworth","Hinckley and Bosworth","52.61249923706055","-1.35361111164093",,"http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Hinckley_and_Bosworth_UK_locator_map.svg/200px-Hinckley_and_Bosworth_UK_locator_map.svg.png","Hinckley and Bosworth is a local government district with borough status in south-western Leicestershire, England, administered by Hinckley and Bosworth Borough Council. Its only towns are Hinckley, Earl Shilton and Market Bosworth. Villages include Barwell, Burbage, Stoke Golding, Groby, Shackerstone and Twycross. As of the most recent local election, the council is controlled by the Liberal Democrats.","Hinckley and Bosworth is a local government district with borough status in south-western Leicestershire, England, administered by Hinckley and Bosworth Borough Council. Its only towns are Hinckley, Earl Shilton and Market Bosworth. Villages include Barwell, Burbage, Stoke Golding, Groby, Shackerstone and Twycross. As of the most recent local election, the council is controlled by the Liberal Democrats. The district is broadly coterminous to the Bosworth parliamentary constituency, which is represented in Parliament by David Tredinnick (Conservative). The Borough was formed in 1974 by the merger of the Hinckley Urban District and the Market Bosworth Rural District less Ibstock. It was originally to be known as Bosworth, but the council changed its name on 20 November 1973, before it came into its powers. It was granted borough status in 1974.","http://www.hinckley-bosworth.gov.uk/"
"http://dbpedia.org/resource/Uttlesford","Uttlesford","52.01900100708008","0.2366999983787537",,"http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Civil_Parishes_in_Uttlesford_District.png/200px-Civil_Parishes_in_Uttlesford_District.png","Uttlesford is a local government district in Essex, England led by its council in a central town in the district, Saffron Walden, which is 38 miles NNE of London.","Uttlesford is a local government district in Essex, England led by its council in a central town in the district, Saffron Walden, which is 38 miles NNE of London.",
"http://dbpedia.org/resource/Chichester_District","Chichester District","50.83700180053711","-0.7799999713897705",,"http://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Chichester_UK_locator_map.svg/200px-Chichester_UK_locator_map.svg.png","Chichester is a largely rural local government district in West Sussex, England. Its council is based in the city of Chichester.","Chichester is a largely rural local government district in West Sussex, England. Its council is based in the city of Chichester.",
"http://dbpedia.org/resource/Reading,_Berkshire","Reading, Berkshire","51.45416641235352","-0.9730555415153503",,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Reading,_Berkshire_montage.jpg/200px-Reading,_Berkshire_montage.jpg","Reading is a large town and unitary authority area in the ceremonial county of Berkshire, England. It is located in the Thames Valley at the confluence of the River Thames and River Kennet, and on both the Great Western Main Line railway and the M4 motorway. Reading is located 36 miles east from Swindon, 24 miles south from Oxford, 36 miles west of central London, and 14 miles north from Basingstoke.","Reading is a large town and unitary authority area in the ceremonial county of Berkshire, England. It is located in the Thames Valley at the confluence of the River Thames and River Kennet, and on both the Great Western Main Line railway and the M4 motorway. Reading is located 36 miles east from Swindon, 24 miles south from Oxford, 36 miles west of central London, and 14 miles north from Basingstoke. The Borough of Reading has a population of 145,700 (2008 estimate) and the town formed the largest part of the Reading/Wokingham Urban Area which had a population of 369,804 (2001 census). The town is currently represented in the UK parliament by two members, and has been continuously represented there since 1295. For ceremonial purposes the town is in the county of Berkshire and has served as its county town since 1867, previously sharing this status with Abingdon-on-Thames. The first evidence for Reading as a settlement dates from the 8th century. Reading was an important centre in the medieval period, as the site of Reading Abbey, a monastery with strong royal connections. The town was seriously impacted by the English Civil War, with a major siege and loss of trade, and played a pivotal role in the Revolution of 1688, with that revolution's only significant military action fought on the streets of the town. The 19th century saw the coming of the Great Western Railway and the development of the town's brewing, baking and seed growing businesses. Today Reading is a commercial centre, with involvement in information technology and insurance, and, despite its proximity to London, has a net inward commuter flow. The town is also a retail centre serving a large area of the Thames Valley, and is home to the University of Reading. Every year it hosts the Reading Festival, one of England's biggest music festivals. Sporting teams based in Reading include Reading Football Club and the London Irish rugby union team, and over 15,000 runners annually compete in the Reading Half Marathon.","http://www.reading.gov.uk/"
"http://dbpedia.org/resource/York","York","53.95833206176758","-1.080277800559998",,"http://upload.wikimedia.org/wikipedia/commons/thumb/d/db/York_(Aerial_view).jpg/200px-York_(Aerial_view).jpg","York is a walled city, situated at the confluence of the Rivers Ouse and Foss in North Yorkshire, England. The city has a rich heritage and has provided the backdrop to major political events throughout much of its two millennia of existence. The city offers a wealth of historic attractions, of which York Minster is the most prominent, and a variety of cultural and sporting activities. The city was founded by the Romans in 71 AD, under the name of Eboracum.","York is a walled city, situated at the confluence of the Rivers Ouse and Foss in North Yorkshire, England. The city has a rich heritage and has provided the backdrop to major political events throughout much of its two millennia of existence. The city offers a wealth of historic attractions, of which York Minster is the most prominent, and a variety of cultural and sporting activities. The city was founded by the Romans in 71 AD, under the name of Eboracum. It became in turn the capital of the Roman province of Britannia Inferior, and of the kingdoms of Northumbria and Jorvik. In the Middle Ages, York grew as a major wool trading centre and became the capital of the northern ecclesiastical province of the Church of England, a role it has retained. In the 19th century, York became a hub of the railway network and a confectionery manufacturing centre. In recent decades, the economy of York has moved from being dominated by its confectionery and railway-related industries to one that provides services. The University of York and health services have become major employers, whilst tourism has become an important element of the local economy. From 1996, the term City of York describes a unitary authority area which includes rural areas beyond the old city boundaries. In 2001 the urban area had a population of 137,505, while in 2010 the entire unitary authority had an estimated population of 202,400.","http://www.york.gov.uk/"
"http://dbpedia.org/resource/Mansfield_District","Mansfield District","53.15000152587891","-1.200000047683716",,"http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Mansfield_UK_locator_map.svg/200px-Mansfield_UK_locator_map.svg.png","Mansfield is a local government district in Nottinghamshire, England. Unlike most English districts, its council is led by a directly elected mayor, currently Tony Egginton, an independent. Following the last election, the council comprised 28 Mansfield Independent Forum councillors, 12 Labour, 4 Lib Dems, 1 Conservative and 1 Independent. Settlements in the district of Mansfield include Mansfield itself, where the council is based, Mansfield Woodhouse, Meden Vale, Pleasleyhill and Warsop.","Mansfield is a local government district in Nottinghamshire, England. Unlike most English districts, its council is led by a directly elected mayor, currently Tony Egginton, an independent. Following the last election, the council comprised 28 Mansfield Independent Forum councillors, 12 Labour, 4 Lib Dems, 1 Conservative and 1 Independent. Settlements in the district of Mansfield include Mansfield itself, where the council is based, Mansfield Woodhouse, Meden Vale, Pleasleyhill and Warsop. The district is entirely unparished apart from Warsop. The district was formed on 1 April 1974, under the Local Government Act 1972, and was a merger of the municipal borough of Mansfield, along with the urban districts of Mansfield Woodhouse and Warsop.","http://www.mansfield.gov.uk/"
"http://dbpedia.org/resource/East_Cambridgeshire","East Cambridgeshire","52.38700103759766","0.2939999997615814",,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/East_Cambridgeshire_UK_locator_map.svg/200px-East_Cambridgeshire_UK_locator_map.svg.png","East Cambridgeshire (locally known as East Cambs) is a local government district in Cambridgeshire, England. Its council is based in Ely. The district was formed on 1 April 1974 with the merger of Ely Urban District, Ely Rural District and Newmarket Rural District. According to a report by the Halifax bank in 2004, East Cambridgeshire has the fastest population growth rate of any British local authority other than the City of London.","East Cambridgeshire (locally known as East Cambs) is a local government district in Cambridgeshire, England. Its council is based in Ely. The district was formed on 1 April 1974 with the merger of Ely Urban District, Ely Rural District and Newmarket Rural District. According to a report by the Halifax bank in 2004, East Cambridgeshire has the fastest population growth rate of any British local authority other than the City of London.",
"http://dbpedia.org/resource/Rochford_District","Rochford District","51.58169937133789","0.7081999778747559",,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Rochford_UK_locator_map.svg/200px-Rochford_UK_locator_map.svg.png","Rochford is a local government district in Essex, England. It is named for one of its main settlements, Rochford, though the major centre of population in the district is the town of Rayleigh. Other places in the district include Hockley, Ashingdon, Great Wakering, Canewdon and Hullbridge. It was formed on 1 April 1974 by the merger of the Rayleigh Urban District and the Rochford Rural District. Rochford District is twinned with the German town of Haltern.","Rochford is a local government district in Essex, England. It is named for one of its main settlements, Rochford, though the major centre of population in the district is the town of Rayleigh. Other places in the district include Hockley, Ashingdon, Great Wakering, Canewdon and Hullbridge. It was formed on 1 April 1974 by the merger of the Rayleigh Urban District and the Rochford Rural District. Rochford District is twinned with the German town of Haltern.",
"http://dbpedia.org/resource/Wycombe_District","Wycombe District","51.63850021362305","-0.8079000115394592",,"http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Wycombe_UK_locator_map.svg/200px-Wycombe_UK_locator_map.svg.png","Wycombe is a local government district in Buckinghamshire in south central England. It is administered by Wycombe District Council in the town of High Wycombe. The district was formed on 1 April 1974 under the Local Government Act 1972. It was a merger of the borough of High Wycombe, Marlow Urban District and Wycombe Rural District.","Wycombe is a local government district in Buckinghamshire in south central England. It is administered by Wycombe District Council in the town of High Wycombe. The district was formed on 1 April 1974 under the Local Government Act 1972. It was a merger of the borough of High Wycombe, Marlow Urban District and Wycombe Rural District.",
"http://dbpedia.org/resource/City_of_St_Albans","City of St Albans","51.78333282470703","-0.3333333432674408",,"http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/StAlbansCathedral-PS02.JPG/200px-StAlbansCathedral-PS02.JPG","The City of St Albans /sɨnt ˈɔːlbənz/, also known as the City and District of St Albans or District of St Albans, is a local government district, in Hertfordshire, England. It was created in 1974 and since then has held the status of non-metropolitan district and city. The local authority is St Albans City Council.","The City of St Albans /sɨnt ˈɔːlbənz/, also known as the City and District of St Albans or District of St Albans, is a local government district, in Hertfordshire, England. It was created in 1974 and since then has held the status of non-metropolitan district and city. The local authority is St Albans City Council. It has routes to the M1 motorway via the A414 road, and rail routes to London St Pancras and Watford via St Albans City railway station and St Albans Abbey railway station respectively.",
"http://dbpedia.org/resource/Epping_Forest_District","Epping Forest District",,,,"http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Epping_Forest.PNG/200px-Epping_Forest.PNG","Epping Forest is a local government district northeast of Greater London in Essex, England named after Epping Forest, of which the district contains a large part.","Epping Forest is a local government district northeast of Greater London in Essex, England named after Epping Forest, of which the district contains a large part.",
