"subject","label","b","link","img","comment","abstract"
"http://dbpedia.org/resource/Stan_Hillier","Stan Hillier","http://dbpedia.org/resource/London",,,"Stanley ""Stan"" Hillier (born 1904) was an English professional football player and manager.","Stanley ""Stan"" Hillier (born 1904) was an English professional football player and manager."
"http://dbpedia.org/resource/Bruno_Siegfried_Huhn","Bruno Siegfried Huhn","http://dbpedia.org/resource/London",,,"Bruno Siegfried Huhn (1871–1950) was a British composer, pianist, organist and musical director. Born in London on 1 August 1871, he studied piano under Sophie Taunton, later toured in Spain, Italy, Egypt, India and Australia before moving to New York City in 1891.","Bruno Siegfried Huhn (1871–1950) was a British composer, pianist, organist and musical director. Born in London on 1 August 1871, he studied piano under Sophie Taunton, later toured in Spain, Italy, Egypt, India and Australia before moving to New York City in 1891. His works include: Te Deum Laudamus for soloists, chorus, orchestra and organ; Jubilate Deo for soloists, chorus, orchestra and organ; and Various settings of poems for voice and piano, including ""Eldorado"" and ""Israfel"" by Edgar Allan Poe, ""The Unknown"" by Walt Whitman, and ""Invictus"" by W.E. Henley."
"http://dbpedia.org/resource/Jack_Young_(cricketer)","Jack Young (cricketer)","http://dbpedia.org/resource/London",,,"John Albert ""Jack"" Young (14 October 1912 – 5 February 1993) was an English cricketer, who played for Middlesex and England. His first-class cricket career lasted from 1933 to 1956. The cricket writer, Colin Bateman, commented, ""the son of a music hall comic, Jack Young was a theatrical performer and extremely popular with spectators"".","John Albert ""Jack"" Young (14 October 1912 – 5 February 1993) was an English cricketer, who played for Middlesex and England. His first-class cricket career lasted from 1933 to 1956. The cricket writer, Colin Bateman, commented, ""the son of a music hall comic, Jack Young was a theatrical performer and extremely popular with spectators""."
"http://dbpedia.org/resource/Mark_Lillis","Mark Lillis","http://dbpedia.org/resource/Manchester",,,"Mark Anthony Lillis (born 17 January 1960 in Manchester) is a former professional footballer and manager. He is the academy manager of Football League Championship side Huddersfield Town, the club where he started his career.","Mark Anthony Lillis (born 17 January 1960 in Manchester) is a former professional footballer and manager. He is the academy manager of Football League Championship side Huddersfield Town, the club where he started his career."
"http://dbpedia.org/resource/Andy_Welsh","Andy Welsh","http://dbpedia.org/resource/Manchester",,,"Andrew Peter David ""Andy"" Welsh is an English footballer currently playing for Carlisle United. Despite being born in Manchester, Welsh qualifies to play for Scotland and has played for the Under 19 side.","Andrew Peter David ""Andy"" Welsh is an English footballer currently playing for Carlisle United. Despite being born in Manchester, Welsh qualifies to play for Scotland and has played for the Under 19 side."
"http://dbpedia.org/resource/Nick_Weekes","Nick Weekes","http://dbpedia.org/resource/Crawley",,,"Nicholas 'Nick' Paul Weekes (born 20 October 1981) is a former English cricketer. Weekes is a right-handed batsman who bowls right-arm fast. He was born at Crawley, Sussex. Weekes represented the Sussex Cricket Board in a single List A match came against the Wales Minor Counties in the 2nd round of the 2002 Cheltenham & Gloucester Trophy which was held in 2001. In his only List A match, he scored 5 runs and took a single catch in the field.","Nicholas 'Nick' Paul Weekes (born 20 October 1981) is a former English cricketer. Weekes is a right-handed batsman who bowls right-arm fast. He was born at Crawley, Sussex. Weekes represented the Sussex Cricket Board in a single List A match came against the Wales Minor Counties in the 2nd round of the 2002 Cheltenham & Gloucester Trophy which was held in 2001. In his only List A match, he scored 5 runs and took a single catch in the field. With the ball he took a single wicket with figures of 1/51."
"http://dbpedia.org/resource/Howard_Brenton","Howard Brenton","http://dbpedia.org/resource/Portsmouth",,,"Howard John Brenton (born 13 December 1942) is an English playwright and screenwriter.","Howard John Brenton (born 13 December 1942) is an English playwright and screenwriter."
"http://dbpedia.org/resource/Vivienne_Olive","Vivienne Olive","http://dbpedia.org/resource/London","http://www.vivienne-olive.de",,"Vivienne Olive (born 31 May 1950 in London) is a British-Australian composer and music educator.","Vivienne Olive (born 31 May 1950 in London) is a British-Australian composer and music educator."
"http://dbpedia.org/resource/Granny_Alston","Granny Alston","http://dbpedia.org/resource/Cheltenham",,"http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Hnaalston.jpg/200px-Hnaalston.jpg","Hallam Newton Egerton ""Granny"" Alston, born at Cheltenham on 10 June 1908 and died at Gloucester on 20 October 1985, was an English cricketer who played one first-class cricket match for Somerset. Alston made one appearance for Somerset during the 1933 season, against Surrey at The Oval.","Hallam Newton Egerton ""Granny"" Alston, born at Cheltenham on 10 June 1908 and died at Gloucester on 20 October 1985, was an English cricketer who played one first-class cricket match for Somerset. Alston made one appearance for Somerset during the 1933 season, against Surrey at The Oval. While he scored just two runs in the first innings of the game and four in the second, his bowling figures of 1-6 from seven overs were economical, and his only first-class wicket was that of 50-year-old former Test cricketer Jack Hobbs, though Hobbs had made 117 by the time he was out. Alston was a right-handed middle-order batsman and a right-arm off-break bowler. In the Second World War, he was commissioned as a second lieutenant in the Somerset Light Infantry. While on service, he played a non-first-class war-time cricket match for the Combined Services cricket team at Hull and took five London Counties wickets for 31 runs with his off-spin."
"http://dbpedia.org/resource/Adam_Clayton_(footballer)","Adam Clayton (footballer)","http://dbpedia.org/resource/Manchester",,,"Adam Stephen Clayton (born 14 January 1989) is an English footballer who plays for Huddersfield Town as a midfielder. Clayton had a good season at Leeds United before joining Huddersfield Town. Clayton joined Leeds from Manchester City. He has also previously had a spell on loan at Carlisle United as well as Peterborough United and Milton Keynes Dons. He has also represented England U20 level playing at the 2009 FIFA U-20 World Cup.","Adam Stephen Clayton (born 14 January 1989) is an English footballer who plays for Huddersfield Town as a midfielder. Clayton had a good season at Leeds United before joining Huddersfield Town. Clayton joined Leeds from Manchester City. He has also previously had a spell on loan at Carlisle United as well as Peterborough United and Milton Keynes Dons. He has also represented England U20 level playing at the 2009 FIFA U-20 World Cup."
"http://dbpedia.org/resource/Ravi_Bopara","Ravi Bopara","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Ravi_Bopara.jpg/200px-Ravi_Bopara.jpg","Ravinder Singh ""Ravi"" Bopara (born 4 May 1985) is an English cricketer who plays for Essex and England. Originally a top-order batsman, his developing medium pace bowling is making him a vital all-rounder and he has the best bowling figures for England in a Twenty20 International. Bopara has also played for Kings XI Punjab in the Indian Premier League, and Chittagong Kings in the Bangladesh Premier League.","Ravinder Singh ""Ravi"" Bopara (born 4 May 1985) is an English cricketer who plays for Essex and England. Originally a top-order batsman, his developing medium pace bowling is making him a vital all-rounder and he has the best bowling figures for England in a Twenty20 International. Bopara has also played for Kings XI Punjab in the Indian Premier League, and Chittagong Kings in the Bangladesh Premier League. Bopara was first called up to the England One Day International team in 2007, before a difficult Test debut in Sri Lanka saw him dropped in early 2008 after a string of three ducks. He regained his place for a Test against the West Indies in the winter of 2008-09; on his return to the side, Bopara became the fifth batsman to score three consecutive Test centuries for England. Despite this success, during the 2009 Ashes Bopara again struggled and was dropped for the final Test of the series."
"http://dbpedia.org/resource/William_Tenn","William Tenn","http://dbpedia.org/resource/London","http://dpsinfo.com/williamtenn","http://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/William.Tenn.2002.jpg/200px-William.Tenn.2002.jpg","William Tenn was the pseudonym of Philip Klass (May 9, 1920 – February 7, 2010), a British-born American science fiction author, notable for many stories with satirical elements.","William Tenn was the pseudonym of Philip Klass (May 9, 1920 – February 7, 2010), a British-born American science fiction author, notable for many stories with satirical elements."
"http://dbpedia.org/resource/Frederick_Hobson","Frederick Hobson","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Frederick_Hobson.jpg/200px-Frederick_Hobson.jpg","Frederick Hobson VC (23 September 1873 – 18 August 1917) was a soldier in the Canadian Expeditionary Force, and recipient of the Victoria Cross, the highest military award for gallantry in the face of the enemy given to British and Commonwealth forces, during the First World War.","Frederick Hobson VC (23 September 1873 – 18 August 1917) was a soldier in the Canadian Expeditionary Force, and recipient of the Victoria Cross, the highest military award for gallantry in the face of the enemy given to British and Commonwealth forces, during the First World War."
"http://dbpedia.org/resource/Seal_(musician)","Seal (musician)","http://dbpedia.org/resource/London","http://www.seal.com","http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Seal_2012.jpg/200px-Seal_2012.jpg","Seal Henry Olusegun Olumide Adeola Samuel (born 19 February 1963), known as Seal, is a British soul and R&B singer-songwriter. Seal has won numerous music awards throughout his career, including three Brit Awards—winning Best British Male in 1992, four Grammy Awards, and an MTV Video Music Award. Seal is known for his numerous international hits, the best known being ""Kiss from a Rose"", which appeared in the soundtrack to the 1995 film Batman Forever.","Seal Henry Olusegun Olumide Adeola Samuel (born 19 February 1963), known as Seal, is a British soul and R&B singer-songwriter. Seal has won numerous music awards throughout his career, including three Brit Awards—winning Best British Male in 1992, four Grammy Awards, and an MTV Video Music Award. Seal is known for his numerous international hits, the best known being ""Kiss from a Rose"", which appeared in the soundtrack to the 1995 film Batman Forever. He has sold more than 20 million albums worldwide. He is a coach on The Voice Australia."
"http://dbpedia.org/resource/Howard_Donald","Howard Donald","http://dbpedia.org/resource/Manchester",,"http://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Howard_Donald_Cropped.jpg/200px-Howard_Donald_Cropped.jpg","Howard Paul Donald (born 28 April 1968), is an English singer-songwriter, drummer, pianist, dancer, DJ and house producer. He is a member of English pop band Take That. As well as working with Jason Orange as band choreographers, he sang lead vocals on one of the band's many number one singles first time round, ""Never Forget"". In addition, he also wrote and sang lead vocals of the song entitled ""If This Is Love"" from the band's album, Everything Changes.","Howard Paul Donald (born 28 April 1968), is an English singer-songwriter, drummer, pianist, dancer, DJ and house producer. He is a member of English pop band Take That. As well as working with Jason Orange as band choreographers, he sang lead vocals on one of the band's many number one singles first time round, ""Never Forget"". In addition, he also wrote and sang lead vocals of the song entitled ""If This Is Love"" from the band's album, Everything Changes."
"http://dbpedia.org/resource/Mark_Odejobi","Mark Odejobi","http://dbpedia.org/resource/London",,,"Mark Tunde O. Odejobi born 18 January 1988 in London, England is a rugby union player for Esher in the Aviva Championship. He previously played for London Wasps in the Premiership. He also had a loan spell at London Welsh. Up until 2009 he played at winger. At the start of 2010 he started playing in his new position at flanker. His nickname is Oddjob. In November 2011, Mark joined National Division 3 South West side Redingensians, for whom he plays on the wing.","Mark Tunde O. Odejobi born 18 January 1988 in London, England is a rugby union player for Esher in the Aviva Championship. He previously played for London Wasps in the Premiership. He also had a loan spell at London Welsh. Up until 2009 he played at winger. At the start of 2010 he started playing in his new position at flanker. His nickname is Oddjob. In November 2011, Mark joined National Division 3 South West side Redingensians, for whom he plays on the wing. He struggles to play at even that standard, and it has been recommended that he reconsiders his future in the game and perhaps takes up Tiddlywinks - due to his lack of any real skill."
"http://dbpedia.org/resource/Yado_Mambo","Yado Mambo","http://dbpedia.org/resource/London",,,"Yado Massaya Mambo (born 22 October 1991) is a professional English footballer who plays as a defender for Shrewsbury Town F. C on loan from Charlton Athletic.","Yado Massaya Mambo (born 22 October 1991) is a professional English footballer who plays as a defender for Shrewsbury Town F. C on loan from Charlton Athletic."
"http://dbpedia.org/resource/Raymond_Francis","Raymond Francis","http://dbpedia.org/resource/London",,,"Raymond Francis (6 October 1911 – 24 October 1987) was an English actor best known for his role as Detective Chief Superintendent Tom Lockhart in the Associated-Rediffusion detective series Murder Bag, Crime Sheet and No Hiding Place. He played the role of Lockhart in these series from 1956 to 1967, and the character was one of the first recurring television detectives.","Raymond Francis (6 October 1911 – 24 October 1987) was an English actor best known for his role as Detective Chief Superintendent Tom Lockhart in the Associated-Rediffusion detective series Murder Bag, Crime Sheet and No Hiding Place. He played the role of Lockhart in these series from 1956 to 1967, and the character was one of the first recurring television detectives. Born in London, his first listed television role was as Dr Watson alongside Alan Wheatley's Holmes in a 1951 BBC TV series entitled Sherlock Holmes, the earliest TV adaptation of the tales. He later reprised the role in 1984. His distinguished appearance often led to roles as senior policemen, military men and English aristocracy; he played such parts in series including The Cedar Tree, Tales of the Unexpected, After Julius, Drummonds, the first Joan Hickson Miss Marple episode ""The Body in the Library"" as Sir Henry Clithering, and his final appearance was in a 1987 Ruth Rendell Mysteries adaptation. He was also a noted stage actor and made several appearances in films such as Carrington V.C. and Reach for the Sky. He was married to actress Margaret Towner and had three children; his son Clive Francis is also an actor."
"http://dbpedia.org/resource/Gary_Critchley","Gary Critchley","http://dbpedia.org/resource/Birmingham",,,"Gary Critchley (born 13 August 1962) is a British man who was convicted of murder in 1981. He has continuously maintained his innocence.","Gary Critchley (born 13 August 1962) is a British man who was convicted of murder in 1981. He has continuously maintained his innocence."
"http://dbpedia.org/resource/Jonathan_Oxer","Jonathan Oxer","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Jon_oxer1.jpg/200px-Jon_oxer1.jpg","Jonathan Oxer is a computer programmer, Debian developer, author, entrepreneur, and Free Software activist. He lives in Melbourne, Victoria, Australia with his wife and their two children.","Jonathan Oxer is a computer programmer, Debian developer, author, entrepreneur, and Free Software activist. He lives in Melbourne, Victoria, Australia with his wife and their two children."
"http://dbpedia.org/resource/Pete_Firman","Pete Firman","http://dbpedia.org/resource/Middlesbrough","http://www.petefirman.co.uk/",,"Peter ""Pete"" Firman (born 26 April 1980) is an English magician and television presenter. He has appeared in magic shows on Channel 4, Five, and Sky1. He was also the presenter of two game shows on CBBC: Stake Out and Wait for It.. !, and one of the regular magicians on series 2 of the BBC One show The Magicians.","Peter ""Pete"" Firman (born 26 April 1980) is an English magician and television presenter. He has appeared in magic shows on Channel 4, Five, and Sky1. He was also the presenter of two game shows on CBBC: Stake Out and Wait for It.. !, and one of the regular magicians on series 2 of the BBC One show The Magicians."
"http://dbpedia.org/resource/Barry_Robinson","Barry Robinson","http://dbpedia.org/resource/Luton",,,"Barry David Robinson (born 22 February 1932) is a former English cricketer. Robinson was a right-handed batsman. He was born in Luton, Bedfordshire. Robinson made his debut for Bedfordshire against Cambridgeshire in the 1957 Minor Counties Championship. He played Minor counties cricket for Bedfordshire from 1957 to 1973, making 72 Minor Counties Championship appearances. He made his List A debut against Dorset in the 1968 Gillette Cup.","Barry David Robinson (born 22 February 1932) is a former English cricketer. Robinson was a right-handed batsman. He was born in Luton, Bedfordshire. Robinson made his debut for Bedfordshire against Cambridgeshire in the 1957 Minor Counties Championship. He played Minor counties cricket for Bedfordshire from 1957 to 1973, making 72 Minor Counties Championship appearances. He made his List A debut against Dorset in the 1968 Gillette Cup. In this match he wasn't required to bat, with Dorset winning by 8 wickets. He made a further List A appearance in the 2nd round of the same competition against Hampshire. He scored 8 runs in this match, before being dismissed by Butch White. Bedfordshire lost by 124 runs."
"http://dbpedia.org/resource/Derek_Davis_(artist)","Derek Davis (artist)","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Derek_Davis.JPG/200px-Derek_Davis.JPG","Derek Maynard Davis (24 February 1926 – 3 September 2008) was an English artist, working in the media of painting and pottery. He was born in Wandsworth, South London, where he was educated at Emanuel School. He joined the King's Royal Rifle Corps in 1943, to fight in the World War II. After the war he entered the Central School of Arts and Crafts in London. Together with his friend Eric James Mellon he then started a pottery workshop in Hillesden, Buckinghamshire.","Derek Maynard Davis (24 February 1926 – 3 September 2008) was an English artist, working in the media of painting and pottery. He was born in Wandsworth, South London, where he was educated at Emanuel School. He joined the King's Royal Rifle Corps in 1943, to fight in the World War II. After the war he entered the Central School of Arts and Crafts in London. Together with his friend Eric James Mellon he then started a pottery workshop in Hillesden, Buckinghamshire. Later he left to work on his own, and moved to Arundel, West Sussex. Here he developed his ceramics further, coming up with several innovative techniques. An eye operation in 1994 left him unable to look through the hole in the pottery kiln, and after this he started focusing on painting instead. Davis's work is characteristic for breaking with the functionalistic style of Bernard Leach, which was prevalent in the post-war years. Davis was self-taught within the field of pottery, and his method has been described as ""working as much by instinct as plan"". His pottery was featured at several separate exhibitions, and he had commissions from the Barbican Centre and the British embassies in Brasilia, Rome, Warsaw, and Riyadh. Davis met his wife Ruth Lambert in Ventnor on the Isle of Wight, where he spent some time in a sanatorium after college, suffering from tuberculosis. Ruth, a patient at the same institution, was also a painter. The couple married in 1953, and they had one son. Davis died in Chichester 4 September 2008."
"http://dbpedia.org/resource/Bill_Seddon","Bill Seddon","http://dbpedia.org/resource/London",,,"William Charles ""Bill"" Seddon (28 July 1901 — January 1993) was an English footballer. Born in Clapton, London, he played junior football in London before joining Gillingham as an amateur, and had an unsuccessful trial with Aston Villa before joining Arsenal in December 1924. Seddon played as a half back and was mainly a second-string player, he played over 200 Football Combination matches for Arsenal Reserves, eventually rising to captain as the side won five Combination titles in the 1920s.","William Charles ""Bill"" Seddon (28 July 1901 — January 1993) was an English footballer. Born in Clapton, London, he played junior football in London before joining Gillingham as an amateur, and had an unsuccessful trial with Aston Villa before joining Arsenal in December 1924. Seddon played as a half back and was mainly a second-string player, he played over 200 Football Combination matches for Arsenal Reserves, eventually rising to captain as the side won five Combination titles in the 1920s. During the 1920s, Seddon played sparingly for the Arsenal first team, making his debut when deputising for Alf Baker in a 2-1 defeat against Sunderland on April 10, 1926. That was his only appearance of 1925-26, but edged his way into the first team with 17 appearances in 1926-27. However, he did not make the cut for the 1927 FA Cup Final, and with Arsenal's strong half-back line of Alf Baker, Jack Butler and Bob John. Seddon only played four times in 1927-28 and not at all in 1928-29. However, in 1929-30 he was reintroduced into the Arsenal side, alternating with Baker at right half, until centre half Herbie Roberts was injured against West Ham United. Seddon moved into defence and not only played the last twelve games of that season, but started the 1930 FA Cup Final, in which Arsenal beat Huddersfield Town 2-0 to win their first major trophy. Seddon continued to play for Arsenal, appearing 18 times in 1930-31 and winning a League Championship medal as Arsenal won their first ever league title. By this time he had reverted to right half, but the move of Charlie Jones to right half ousted him from the side and he only made five appearances in 1931-32. He eventually left the club in March 1932, moving to Grimsby Town for £2,500. In total he played 76 matches for Arsenal, though he never scored a goal. He spent two seasons with Grimsby before a single season with Luton Town. He retired from playing in 1934. He later worked as a trainer for Notts County and Romford. During World War II he served in Africa with the British Army, and returned to Romford after the war to become their groundsman. In 1967, Arsenal and Romford played a testimonial match for him on his retirement. He died in January 1993, aged 91."
"http://dbpedia.org/resource/Shahed_Ahmed","Shahed Ahmed","http://dbpedia.org/resource/London",,,"Shahed Ahmed (born 13 September 1985) is an English footballer who plays for Sporting Bengal United, as a striker.","Shahed Ahmed (born 13 September 1985) is an English footballer who plays for Sporting Bengal United, as a striker."
"http://dbpedia.org/resource/Mina_Loy","Mina Loy","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Mina_Loy_-_1917.gif/200px-Mina_Loy_-_1917.gif","Mina Loy, born Mina Gertrude Löwry (December 27, 1882 – September 25, 1966), was an artist, poet, playwright, novelist, Futurist, actress, Christian Scientist, designer of lamps, and bohemian. She was one of the last of the first generation modernists to achieve posthumous recognition. Her poetry was admired by T. S. Eliot, Ezra Pound, William Carlos Williams, Basil Bunting, Gertrude Stein, Francis Picabia and Yvor Winters, among others.","Mina Loy, born Mina Gertrude Löwry (December 27, 1882 – September 25, 1966), was an artist, poet, playwright, novelist, Futurist, actress, Christian Scientist, designer of lamps, and bohemian. She was one of the last of the first generation modernists to achieve posthumous recognition. Her poetry was admired by T. S. Eliot, Ezra Pound, William Carlos Williams, Basil Bunting, Gertrude Stein, Francis Picabia and Yvor Winters, among others."
"http://dbpedia.org/resource/Samuel_Harrison","Samuel Harrison","http://dbpedia.org/resource/Manchester",,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Samuel_Harrison_small.jpg/200px-Samuel_Harrison_small.jpg","Samuel Bealey Harrison (March 4, 1802 – July 23, 1867) was Joint Premier of the Province of Canada for Canada East from 1841 to 1842 with William Henry Draper PM for Canada West. Draper was a member of the Family Compact and Harrison was a moderate Reformer, the predecessor of the Liberal Party of Canada. Born in Manchester England to John and Mary Harrison, Harrison was a lawyer, miller, politician, and judge. He was called to the bar in 1832 and entered practice in London.","Samuel Bealey Harrison (March 4, 1802 – July 23, 1867) was Joint Premier of the Province of Canada for Canada East from 1841 to 1842 with William Henry Draper PM for Canada West. Draper was a member of the Family Compact and Harrison was a moderate Reformer, the predecessor of the Liberal Party of Canada. Born in Manchester England to John and Mary Harrison, Harrison was a lawyer, miller, politician, and judge. He was called to the bar in 1832 and entered practice in London. Because of ill health, he retired to Upper Canada near Oakville in 1837, intending to become a gentleman farmer. He also built a sawmill and gristmill on his property. In 1839, he was called to the bar in Upper Canada and was appointed a justice of the peace in the following year. In 1841, Lord Sydenham appointed him provincial secretary for Canada West in the Executive Council of the Province of Canada. He was elected to the Legislative Assembly of the Province of Canada in Kingston and served as government leader with William Henry Draper. In 1842, he was appointed to the Board of Works which was responsible for the building and improvement of canals within the province. Harrison was responsible for drafting and introducing the Common Schools Bill and the District Councils Bill which established elected municipal government in Canada West. Harrison introduced amendments which watered down Robert Baldwin's resolutions calling for responsible government to make them acceptable to Sydenham. However, it was Harrison who recommended to Sydenham's successor, Sir Charles Bagot, that Baldwin and Louis-Hippolyte Lafontaine be invited to form the next government. Harrison served as provincial secretary in the new administration but resigned in 1843 to protest the movement of the capital from Kingston to Montreal. He was elected again to the assembly in Kent in 1844 but resigned in 1845 to accept an appointment as judge of the Surrogate Court for the Home District. He served in that position for 22 years, continuing in the court for York County after the district was abolished. He was named to the Board of Education for Canada West and also served in the Senate for the University of Toronto. Harrison died in Toronto shortly after Confederation."
"http://dbpedia.org/resource/Joan_of_The_Tower","Joan of The Tower","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Joan_Queen_of_Scotland.jpg/200px-Joan_Queen_of_Scotland.jpg","Joan of England (5 July 1321 – 7 September 1362), known as Joan of The Tower, was the first wife and Queen consort of king David II of Scotland.","Joan of England (5 July 1321 – 7 September 1362), known as Joan of The Tower, was the first wife and Queen consort of king David II of Scotland."
"http://dbpedia.org/resource/Augusta_Webster","Augusta Webster","http://dbpedia.org/resource/Poole",,,"Augusta Webster (30 January 1837 - 5 September 1894) born in Poole, Dorset as Julia Augusta Davies, was an English poet, dramatist, essayist, and translator. The daughter of Vice-admiral George Davies and Julia Hume she spent her younger years on board the ship he was stationed, the Griper. She studied Greek at home, taking a particular interest in Greek drama, and went on to study at the Cambridge School of Art. She published her first volume of poetry in 1860 under the pen name Cecil Homes.","Augusta Webster (30 January 1837 - 5 September 1894) born in Poole, Dorset as Julia Augusta Davies, was an English poet, dramatist, essayist, and translator. The daughter of Vice-admiral George Davies and Julia Hume she spent her younger years on board the ship he was stationed, the Griper. She studied Greek at home, taking a particular interest in Greek drama, and went on to study at the Cambridge School of Art. She published her first volume of poetry in 1860 under the pen name Cecil Homes. In 1863 she married Thomas Webster, a fellow at Trinity College, Cambridge. They had a daughter, Augusta Georgiana, who married Reverend George Theobald Bourke, a younger son of the Joseph Bourke, 3rd Earl of Mayo. Much of Webster's writing explored the condition of women, and she was a strong advocate of women's right to vote, working for the London branch of the National Committee for Women's Suffrage. Webster was the first female writer to hold elective office, having been elected to the London School Board in 1879 and 1885. In 1885 she travelled to Italy in an attempt to improve her failing health. She died on September 5, 1894, at 57. During her lifetime her writing was acclaimed and she was considered by some the successor to Elizabeth Barrett Browning. After her death, however, her reputation quickly declined. Since the mid-1990s she has gained increasing critical attention from scholars such as Isobel Armstrong, Angela Leighton, and Christine Sutphin, Her best-known poems include three long dramatic monologues spoken by women: ""A Castaway,"" ""Circe"", and ""The Happiest Girl In The World"", as well as a posthumously published sonnet-sequence, ""Mother and Daughter""."
"http://dbpedia.org/resource/Bob_Peyton","Bob Peyton","http://dbpedia.org/resource/Birmingham",,,"Robert Andrew ""Bob"" Peyton (born 1 May 1954) is an English former footballer who played two games in the Football League for Port Vale in 1972.","Robert Andrew ""Bob"" Peyton (born 1 May 1954) is an English former footballer who played two games in the Football League for Port Vale in 1972."
"http://dbpedia.org/resource/Kenny_Sansom","Kenny Sansom","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Kenny_Sansom_April_2011_TB.jpg/200px-Kenny_Sansom_April_2011_TB.jpg","Kenneth Graham Sansom (born 26 September 1958) is an English former footballer. Until overtaken by Ashley Cole in February 2011, he held the record for the number of caps for an England national football team full back, having appeared 86 times for his country between 1979 and 1988.","Kenneth Graham Sansom (born 26 September 1958) is an English former footballer. Until overtaken by Ashley Cole in February 2011, he held the record for the number of caps for an England national football team full back, having appeared 86 times for his country between 1979 and 1988."
"http://dbpedia.org/resource/Paul_Hince","Paul Hince","http://dbpedia.org/resource/Manchester",,,"Paul Frank Hince, is an English footballer who played as a winger in the Football League.","Paul Frank Hince, is an English footballer who played as a winger in the Football League."
"http://dbpedia.org/resource/Janina_Faye","Janina Faye","http://dbpedia.org/resource/London","http://www.janinafaye.com/",,"Janina Faye, born Janina Smigelski (in 1948) in London, England, United Kingdom, is an English actress and director. She began her career as an actress in 1956 and includes theatre and television work in addition to many film appearances. In 1971, she appeared in an episode of Doctor at Large. She appeared in several major fantasy and horror films when she was very young, such as Hammer Films' Dracula (1958), Never Take Sweets from a Stranger (1960) and The Two Faces of Dr.","Janina Faye, born Janina Smigelski (in 1948) in London, England, United Kingdom, is an English actress and director. She began her career as an actress in 1956 and includes theatre and television work in addition to many film appearances. In 1971, she appeared in an episode of Doctor at Large. She appeared in several major fantasy and horror films when she was very young, such as Hammer Films' Dracula (1958), Never Take Sweets from a Stranger (1960) and The Two Faces of Dr. Jekyll (1960) as well as The Day of the Triffids (1962). In 1998, she teamed up with director Paul Cotgrove and Hammer co-star Ingrid Pitt to make the short British horror film ""Green Fingers"", a story about a spinster whose garden has strange properties with an ability to grow anything, even things that are no longer living. She often appears at signings and seems proud of her early association with such important British films."
"http://dbpedia.org/resource/Joice_Maduaka","Joice Maduaka","http://dbpedia.org/resource/London",,,"Joice Maduaka (born 30 September 1973) is a British athlete, who competes over the 100, 200 and occasionally 400 m. She holds the record for winning the most medals of any athlete at the British Athletics Championships, standing at 19 medals to date, including being the 100 m champion 6 times, and the 200 m champion a further 4 times.","Joice Maduaka (born 30 September 1973) is a British athlete, who competes over the 100, 200 and occasionally 400 m. She holds the record for winning the most medals of any athlete at the British Athletics Championships, standing at 19 medals to date, including being the 100 m champion 6 times, and the 200 m champion a further 4 times."
"http://dbpedia.org/resource/Daniel_Martin_(cyclist)","Daniel Martin (cyclist)","http://dbpedia.org/resource/Birmingham","http://www.danmartin86.com/","http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Daniel_Martin_Pologne_(cropped).jpg/200px-Daniel_Martin_Pologne_(cropped).jpg","Daniel ""Dan"" Martin (born 20 August 1986) is a Irish professional racing cyclist who currently rides for Garmin-Sharp.","Daniel ""Dan"" Martin (born 20 August 1986) is a Irish professional racing cyclist who currently rides for Garmin-Sharp."
"http://dbpedia.org/resource/Denis_Pearce","Denis Pearce","http://dbpedia.org/resource/Birmingham",,,"Denis Pearce (born 8 April 1896, date of death unknown) was a British fencer. He competed at the 1928 and 1936 Summer Olympics.","Denis Pearce (born 8 April 1896, date of death unknown) was a British fencer. He competed at the 1928 and 1936 Summer Olympics."
